Employee_ID,Job_Satisfaction,Work_Life_Balance,Management_Support,Career_Development,Engagement_Level,Feedback_Comments
E18358,4.6,3.1,4.1,2.7,3.9,Great work environment with strong mentorship.
E18359,5.0,3.5,3.9,4.6,4.4,Compensation is competitive and I feel valued.
E18360,5.0,2.1,3.9,4.1,4.0,Strong leadership and clear direction from management.
E18361,4.2,2.6,3.5,5.0,3.8,Feel recognised for my contributions regularly.
E18362,4.2,3.0,3.8,4.1,3.9,Compensation is competitive and I feel valued.
E18363,4.2,1.9,3.4,3.2,3.3,Some processes feel outdated but the team is good.
E18364,3.2,4.0,2.6,3.2,3.2,Reasonable work-life balance most of the time.
E18365,3.9,2.6,4.2,2.1,3.3,Could use more clarity on promotion criteria.
E18366,4.5,2.7,3.1,3.6,3.8,Compensation is competitive and I feel valued.
E18367,3.5,3.1,3.8,2.2,3.4,"Job is fine, but looking to grow further."
E18368,5.0,2.3,4.0,3.4,3.7,Work is okay but growth opportunities are limited.
E18369,4.3,3.0,3.8,3.3,3.7,Management communication can improve significantly.
E18370,4.8,3.0,4.4,3.8,4.3,Compensation is competitive and I feel valued.
E18371,5.0,2.5,4.8,4.6,4.4,Compensation is competitive and I feel valued.
E18372,3.9,2.8,3.5,3.7,3.6,Reasonable work-life balance most of the time.
E18373,4.8,3.1,3.5,3.1,3.7,"Job is fine, but looking to grow further."
E18374,4.7,2.2,4.4,3.8,3.7,Work is okay but growth opportunities are limited.
E18375,4.8,2.9,3.5,3.2,3.6,Some processes feel outdated but the team is good.
E18376,4.5,3.0,3.8,3.6,3.9,Excellent team culture and flexible hours.
E18377,4.8,2.9,4.3,2.9,3.8,Feel recognised for my contributions regularly.
E18378,4.0,2.3,3.7,3.3,3.4,Could use more clarity on promotion criteria.
E18379,4.5,2.2,3.4,3.7,3.7,Management communication can improve significantly.
E18380,4.4,3.4,3.9,3.4,4.0,Work-life balance is great and the team is collaborative.
E18381,4.6,3.4,4.2,2.5,3.8,Strong leadership and clear direction from management.
E18382,4.8,2.5,4.1,3.8,4.0,Work-life balance is great and the team is collaborative.
E18383,4.3,3.3,3.7,4.0,3.8,"Very happy with my role, learning a lot every day."
E18384,5.0,2.0,3.3,3.7,3.5,"Job is fine, but looking to grow further."
E18385,3.8,3.1,3.9,2.4,3.4,Reasonable work-life balance most of the time.
E18386,5.0,2.8,4.4,3.2,4.2,Excellent team culture and flexible hours.
E18387,4.0,1.7,3.9,2.3,3.1,"Job is fine, but looking to grow further."
E18388,3.9,2.7,2.8,4.1,3.2,Salary is decent but bonuses could be better.
E18389,5.0,3.2,3.9,3.1,3.9,"Very happy with my role, learning a lot every day."
E18390,4.5,2.7,3.8,4.2,4.0,Feel recognised for my contributions regularly.
E18391,4.6,2.8,4.1,3.0,3.8,Strong leadership and clear direction from management.
E18392,5.0,2.4,4.4,3.8,3.9,Management is supportive and career growth is clear.
E18393,3.7,3.0,3.3,3.3,3.3,Salary is decent but bonuses could be better.
E18394,3.3,3.6,2.8,4.3,3.5,Salary is decent but bonuses could be better.
E18395,5.0,2.6,3.7,3.7,3.9,Excellent team culture and flexible hours.
E18396,5.0,3.6,3.9,4.1,4.2,Management is supportive and career growth is clear.
E18397,4.3,2.7,3.6,2.6,3.3,Management communication can improve significantly.
E18398,3.7,3.4,3.5,4.2,3.7,Work is okay but growth opportunities are limited.
E18399,4.9,2.9,3.8,3.5,4.0,Management is supportive and career growth is clear.
E18400,3.4,1.7,3.0,2.3,2.4,Actively considering other opportunities outside.
E18401,4.4,3.0,3.9,3.8,3.8,Work-life balance is great and the team is collaborative.
E18402,2.6,2.5,2.7,2.6,2.7,Feeling undervalued and underpaid compared to market.
E18403,3.8,2.7,3.3,2.6,3.1,Reasonable work-life balance most of the time.
E18404,3.9,3.3,4.1,3.4,3.7,Management communication can improve significantly.
E18405,3.3,3.6,3.0,3.9,3.6,Could use more clarity on promotion criteria.
E18406,3.6,2.5,3.3,4.2,3.3,Could use more clarity on promotion criteria.
E18407,2.6,3.9,2.4,3.7,3.1,Salary is decent but bonuses could be better.
E18408,3.6,2.9,3.3,3.8,3.7,Reasonable work-life balance most of the time.
E18409,4.7,3.6,3.2,4.1,4.0,Great work environment with strong mentorship.
E18410,3.8,3.1,3.3,3.7,3.5,Workload is sometimes heavy but manageable.
E18411,4.3,2.6,3.6,3.0,3.3,Work is okay but growth opportunities are limited.
E18412,4.7,2.5,3.6,3.3,3.6,Reasonable work-life balance most of the time.
E18413,4.5,1.6,4.0,3.9,3.9,Strong leadership and clear direction from management.
E18414,4.8,3.4,3.9,3.6,3.9,Excellent team culture and flexible hours.
E18415,4.7,2.9,4.2,3.7,4.1,Great work environment with strong mentorship.
E18416,4.8,2.0,4.6,4.0,3.8,Work-life balance is great and the team is collaborative.
E18417,5.0,3.2,2.8,4.6,3.9,Compensation is competitive and I feel valued.
E18418,4.5,3.1,3.0,3.6,3.6,Workload is sometimes heavy but manageable.
E18419,4.3,2.9,4.1,3.5,3.7,Management communication can improve significantly.
E18420,5.0,3.2,3.9,5.0,4.4,Management is supportive and career growth is clear.
E18421,5.0,3.7,3.1,3.7,4.1,Strong leadership and clear direction from management.
E18422,3.8,2.8,3.9,3.6,3.6,Management communication can improve significantly.
E18423,4.0,2.8,3.4,3.7,3.5,Some processes feel outdated but the team is good.
E18424,5.0,2.3,4.8,5.0,4.2,Great work environment with strong mentorship.
E18425,4.5,3.1,4.0,4.3,4.0,Feel recognised for my contributions regularly.
E18426,4.3,2.2,3.9,3.3,3.7,Could use more clarity on promotion criteria.
E18427,5.0,2.2,3.8,4.2,3.6,Reasonable work-life balance most of the time.
E18428,4.0,2.7,3.2,2.8,3.3,Management communication can improve significantly.
E18429,4.0,2.3,4.0,2.8,3.4,Some processes feel outdated but the team is good.
E18430,4.7,3.1,4.9,4.1,4.5,Management is supportive and career growth is clear.
E18431,5.0,3.3,4.4,4.5,4.4,Strong leadership and clear direction from management.
E18432,3.0,3.1,3.1,3.9,3.1,Workload is sometimes heavy but manageable.
E18433,3.8,2.4,3.9,3.0,3.3,Salary is decent but bonuses could be better.
E18434,3.9,3.0,3.2,3.4,3.4,"Job is fine, but looking to grow further."
E18435,4.0,2.5,3.3,2.9,3.1,"Job is fine, but looking to grow further."
E18436,4.1,3.4,2.6,3.5,3.5,Could use more clarity on promotion criteria.
E18437,5.0,3.2,3.8,3.7,4.2,"Very happy with my role, learning a lot every day."
E18438,5.0,2.3,4.5,4.8,4.5,"Very happy with my role, learning a lot every day."
E18439,4.8,3.0,3.7,4.0,4.0,Excellent team culture and flexible hours.
E18440,4.7,3.2,3.8,3.3,3.6,Work is okay but growth opportunities are limited.
E18441,3.3,2.0,2.9,2.2,2.8,Reasonable work-life balance most of the time.
E18442,4.9,2.7,3.7,4.5,4.2,Excellent team culture and flexible hours.
E18443,3.1,3.6,3.0,3.4,3.3,"Job is fine, but looking to grow further."
E18444,4.7,3.0,4.4,4.0,4.1,Great work environment with strong mentorship.
E18445,4.3,2.9,3.7,4.6,4.3,Work-life balance is great and the team is collaborative.
E18446,3.6,3.2,3.3,4.1,3.8,Work-life balance is great and the team is collaborative.
E18447,3.4,3.4,2.8,3.8,3.0,Work is okay but growth opportunities are limited.
E18448,5.0,2.8,3.2,3.8,3.7,Some processes feel outdated but the team is good.
E18449,5.0,2.7,4.5,4.8,4.1,Great work environment with strong mentorship.
E18450,4.9,2.9,3.5,3.9,3.8,Work-life balance is great and the team is collaborative.
E18451,3.2,3.9,3.0,3.2,3.1,Some processes feel outdated but the team is good.
E18452,3.3,3.6,3.0,4.2,3.5,"Job is fine, but looking to grow further."
E18453,3.1,3.4,3.0,3.2,3.0,Some processes feel outdated but the team is good.
E18454,3.9,3.4,3.2,3.9,3.6,Salary is decent but bonuses could be better.
E18455,3.9,2.4,3.5,3.5,3.4,Work is okay but growth opportunities are limited.
E18456,4.1,3.2,3.7,4.0,3.7,Some processes feel outdated but the team is good.
E18457,3.9,2.6,3.6,3.4,3.5,Management communication can improve significantly.
E18458,5.0,3.6,3.8,3.7,4.1,Feel recognised for my contributions regularly.
E18459,2.8,2.7,2.4,3.1,2.7,Compensation is well below market rate for my role.
E18460,4.9,1.8,4.1,4.0,3.8,Great work environment with strong mentorship.
E18461,3.4,1.9,3.2,1.8,2.7,No clear career path — very frustrated.
E18462,3.7,2.6,3.2,3.0,3.2,Reasonable work-life balance most of the time.
E18463,3.9,3.1,2.5,3.8,3.3,Could use more clarity on promotion criteria.
E18464,5.0,2.7,4.4,4.1,3.9,Excellent team culture and flexible hours.
E18465,2.2,3.5,2.5,2.9,2.8,Salary is decent but bonuses could be better.
E18466,4.2,3.0,3.3,3.0,3.5,Management communication can improve significantly.
E18467,4.0,3.0,3.1,3.3,3.5,Reasonable work-life balance most of the time.
E18468,4.2,3.8,4.1,3.4,3.9,Management is supportive and career growth is clear.
E18469,3.7,1.9,2.9,3.6,3.2,Could use more clarity on promotion criteria.
E18470,4.9,2.6,3.9,4.0,3.7,Work is okay but growth opportunities are limited.
E18471,4.7,2.5,3.6,2.7,3.5,Management communication can improve significantly.
E18472,4.3,2.4,3.9,2.9,3.5,"Job is fine, but looking to grow further."
E18473,3.2,3.7,2.7,3.3,3.2,Workload is sometimes heavy but manageable.
E18474,5.0,2.7,3.9,4.1,4.1,Work-life balance is great and the team is collaborative.
E18475,4.9,2.1,4.2,4.4,4.1,Feel recognised for my contributions regularly.
E18476,4.9,2.8,3.6,3.8,4.0,Strong leadership and clear direction from management.
E18477,4.9,3.0,2.7,4.8,4.0,"Very happy with my role, learning a lot every day."
E18478,2.7,3.1,2.6,3.7,2.8,Some processes feel outdated but the team is good.
E18479,3.0,2.5,3.9,4.2,3.5,Reasonable work-life balance most of the time.
E18480,3.1,3.3,2.5,3.3,2.8,Management communication can improve significantly.
E18481,3.5,2.4,3.4,3.0,3.0,"Job is fine, but looking to grow further."
E18482,5.0,2.3,4.1,4.3,4.1,Management is supportive and career growth is clear.
E18483,2.8,2.4,3.0,2.9,2.6,Leadership is disconnected from ground-level teams.
E18484,3.2,2.7,2.8,3.0,3.0,Could use more clarity on promotion criteria.
E18485,4.8,2.6,4.1,3.6,3.8,Compensation is competitive and I feel valued.
E18486,3.9,3.1,3.4,3.8,3.7,Management communication can improve significantly.
E18487,5.0,2.2,4.3,2.5,3.9,Strong leadership and clear direction from management.
E18488,4.8,2.9,4.3,3.4,4.1,Feel recognised for my contributions regularly.
E18489,5.0,1.8,3.7,3.7,3.8,Great work environment with strong mentorship.
E18490,4.7,3.0,3.3,4.3,4.1,Strong leadership and clear direction from management.
E18491,3.4,2.8,3.7,3.9,3.7,Workload is sometimes heavy but manageable.
E18492,5.0,2.6,3.6,4.2,3.9,Management is supportive and career growth is clear.
E18493,3.6,3.2,3.2,2.9,3.2,Workload is sometimes heavy but manageable.
E18494,1.9,2.8,2.7,2.4,2.5,Actively considering other opportunities outside.
E18495,4.1,3.0,3.4,4.5,4.0,Great work environment with strong mentorship.
E18496,2.4,2.5,2.5,3.7,2.7,Management does not listen to employee feedback.
E18497,3.7,2.4,3.4,4.3,3.7,Reasonable work-life balance most of the time.
E18498,4.4,4.1,3.0,2.9,3.6,Reasonable work-life balance most of the time.
E18499,5.0,2.8,4.2,3.6,4.1,Strong leadership and clear direction from management.
E18500,2.7,1.8,2.5,3.6,2.7,Feeling undervalued and underpaid compared to market.
E18501,4.2,3.4,3.4,2.7,3.5,Management communication can improve significantly.
E18502,4.0,1.9,3.1,2.6,3.1,Workload is sometimes heavy but manageable.
E18503,4.2,2.4,2.9,3.4,3.3,Could use more clarity on promotion criteria.
E18504,5.0,2.1,3.4,3.8,3.9,"Very happy with my role, learning a lot every day."
E18505,5.0,2.8,4.0,5.0,4.5,Management is supportive and career growth is clear.
E18506,5.0,3.5,3.8,3.3,4.0,Feel recognised for my contributions regularly.
E18507,4.8,2.8,3.6,4.6,4.1,Work-life balance is great and the team is collaborative.
E18508,5.0,2.8,3.8,4.6,4.1,Work-life balance is great and the team is collaborative.
E18509,4.2,2.3,3.6,2.1,3.1,Management communication can improve significantly.
E18510,5.0,2.5,3.7,4.4,4.3,Strong leadership and clear direction from management.
E18511,3.7,2.8,3.4,4.2,3.7,Reasonable work-life balance most of the time.
E18512,4.2,4.0,3.1,3.8,3.7,Reasonable work-life balance most of the time.
E18513,3.7,3.5,3.1,4.1,3.6,Management communication can improve significantly.
E18514,4.5,2.8,3.0,3.5,3.6,Salary is decent but bonuses could be better.
E18515,4.2,1.6,3.3,2.8,2.9,Salary is decent but bonuses could be better.
E18516,3.8,1.9,3.2,2.6,3.2,Work is okay but growth opportunities are limited.
E18517,1.8,3.3,2.1,2.4,2.6,Management does not listen to employee feedback.
E18518,4.0,2.6,3.3,3.3,3.5,Management communication can improve significantly.
E18519,3.9,3.0,3.9,3.4,3.6,Some processes feel outdated but the team is good.
E18520,5.0,2.4,4.5,4.7,4.4,Great work environment with strong mentorship.
E18521,4.0,3.4,3.4,2.4,3.1,Workload is sometimes heavy but manageable.
E18522,4.2,3.1,3.7,2.6,3.4,Work is okay but growth opportunities are limited.
E18523,4.3,3.1,3.9,4.3,4.0,Strong leadership and clear direction from management.
E18524,4.9,2.8,3.6,3.6,3.7,Reasonable work-life balance most of the time.
E18525,5.0,2.7,4.0,4.3,4.1,Great work environment with strong mentorship.
E18526,4.3,1.8,3.8,3.5,3.5,Reasonable work-life balance most of the time.
E18527,3.2,3.3,2.5,3.8,3.5,Could use more clarity on promotion criteria.
E18528,5.0,2.8,4.0,3.3,4.0,"Very happy with my role, learning a lot every day."
E18529,3.6,2.9,3.4,3.1,3.2,"Job is fine, but looking to grow further."
E18530,4.4,2.9,3.0,2.5,3.5,Could use more clarity on promotion criteria.
E18531,4.6,2.8,3.9,3.1,3.7,Salary is decent but bonuses could be better.
E18532,4.9,3.1,3.8,3.6,4.0,Feel recognised for my contributions regularly.
E18533,3.2,3.7,2.9,3.6,3.1,Workload is sometimes heavy but manageable.
E18534,3.5,3.4,3.0,3.7,3.6,Management communication can improve significantly.
E18535,5.0,3.1,3.9,2.4,3.3,Management communication can improve significantly.
E18536,3.9,3.0,3.1,3.1,3.4,Workload is sometimes heavy but manageable.
E18537,5.0,2.5,3.9,5.0,4.2,"Very happy with my role, learning a lot every day."
E18538,5.0,2.2,4.9,4.8,4.5,Management is supportive and career growth is clear.
E18539,4.1,3.2,3.5,3.0,3.6,"Job is fine, but looking to grow further."
E18540,5.0,2.9,3.8,3.2,4.0,Excellent team culture and flexible hours.
E18541,4.3,4.0,4.0,3.0,3.8,Feel recognised for my contributions regularly.
E18542,4.3,3.2,3.1,3.1,3.5,Workload is sometimes heavy but manageable.
E18543,4.8,2.8,3.7,3.6,3.9,Work-life balance is great and the team is collaborative.
E18544,4.4,3.3,3.0,3.6,3.8,Management is supportive and career growth is clear.
E18545,3.8,2.2,3.1,2.9,2.9,Management communication can improve significantly.
E18546,5.0,3.4,3.7,3.7,4.1,Excellent team culture and flexible hours.
E18547,4.8,2.6,3.1,3.9,3.8,Compensation is competitive and I feel valued.
E18548,3.3,3.0,2.6,3.5,3.1,Workload is sometimes heavy but manageable.
E18549,4.4,2.8,3.7,2.8,3.5,Salary is decent but bonuses could be better.
E18550,4.1,2.0,3.9,4.1,3.6,Management communication can improve significantly.
E18551,3.6,2.9,3.3,3.9,3.5,Reasonable work-life balance most of the time.
E18552,4.6,2.8,3.8,4.2,3.8,Great work environment with strong mentorship.
E18553,3.1,3.4,3.6,3.7,3.3,"Job is fine, but looking to grow further."
E18554,4.6,3.5,3.9,3.0,3.8,Excellent team culture and flexible hours.
E18555,3.6,3.0,3.2,3.3,3.2,Management communication can improve significantly.
E18556,4.4,3.0,3.2,3.5,3.7,Reasonable work-life balance most of the time.
E18557,3.7,3.7,2.1,5.0,3.6,Work is okay but growth opportunities are limited.
E18558,4.2,3.2,4.3,4.1,3.8,Excellent team culture and flexible hours.
E18559,5.0,3.7,3.3,4.0,4.2,Management is supportive and career growth is clear.
E18560,4.7,2.3,4.2,4.3,4.0,Great work environment with strong mentorship.
E18561,5.0,2.3,4.8,4.2,4.2,Feel recognised for my contributions regularly.
E18562,3.3,3.0,2.4,3.1,2.9,Reasonable work-life balance most of the time.
E18563,5.0,3.8,3.1,3.3,3.8,"Very happy with my role, learning a lot every day."
E18564,5.0,2.9,4.1,4.5,4.5,Excellent team culture and flexible hours.
E18565,5.0,3.1,4.1,2.9,4.0,Excellent team culture and flexible hours.
E18566,4.7,2.5,4.0,2.8,3.4,Some processes feel outdated but the team is good.
E18567,3.7,1.9,2.9,3.2,2.9,Reasonable work-life balance most of the time.
E18568,4.2,2.4,3.2,3.1,3.3,Could use more clarity on promotion criteria.
E18569,4.2,2.9,2.9,2.5,3.1,Work is okay but growth opportunities are limited.
E18570,3.8,3.0,3.1,3.3,3.1,Reasonable work-life balance most of the time.
E18571,4.6,3.4,3.7,4.0,3.9,Great work environment with strong mentorship.
E18572,3.9,2.7,3.1,3.1,3.3,"Job is fine, but looking to grow further."
E18573,4.4,2.6,4.1,3.4,3.9,Management is supportive and career growth is clear.
E18574,3.3,3.0,2.8,2.9,3.0,"Job is fine, but looking to grow further."
E18575,4.7,2.3,4.0,3.8,3.8,Strong leadership and clear direction from management.
E18576,5.0,2.2,4.1,3.7,3.8,"Very happy with my role, learning a lot every day."
E18577,3.7,2.5,2.5,4.1,3.3,Some processes feel outdated but the team is good.
E18578,4.4,3.5,4.0,4.6,4.4,Feel recognised for my contributions regularly.
E18579,4.1,2.3,3.6,3.5,3.4,Workload is sometimes heavy but manageable.
E18580,5.0,2.8,4.1,3.9,4.0,Strong leadership and clear direction from management.
E18581,3.8,2.3,3.6,2.5,3.0,Work is okay but growth opportunities are limited.
E18582,4.2,3.1,3.6,2.9,3.6,Management communication can improve significantly.
E18583,4.5,3.4,4.2,3.8,4.0,Great work environment with strong mentorship.
E18584,3.4,2.9,3.1,3.7,3.3,Work is okay but growth opportunities are limited.
E18585,3.3,3.5,2.8,3.3,3.2,Work is okay but growth opportunities are limited.
E18586,5.0,3.2,4.6,4.4,4.5,Strong leadership and clear direction from management.
E18587,3.5,3.2,3.2,3.8,3.7,Workload is sometimes heavy but manageable.
E18588,4.9,2.4,3.6,4.5,4.0,"Very happy with my role, learning a lot every day."
E18589,4.8,3.0,3.9,3.5,3.9,Work-life balance is great and the team is collaborative.
E18590,3.9,3.4,3.3,3.4,3.7,"Job is fine, but looking to grow further."
E18591,4.9,2.9,4.1,4.8,4.3,Management is supportive and career growth is clear.
E18592,5.0,2.4,4.1,4.5,4.3,Feel recognised for my contributions regularly.
E18593,3.4,2.8,2.9,3.5,3.3,Management communication can improve significantly.
E18594,2.8,2.2,2.4,3.1,2.4,Actively considering other opportunities outside.
E18595,4.6,2.8,3.6,3.3,3.8,Work-life balance is great and the team is collaborative.
E18596,4.8,2.9,3.6,3.2,3.7,Some processes feel outdated but the team is good.
E18597,4.0,3.5,3.3,3.7,3.5,Some processes feel outdated but the team is good.
E18598,3.0,2.8,2.1,3.8,3.0,"Job is fine, but looking to grow further."
E18599,4.8,2.7,4.0,3.4,3.8,Management is supportive and career growth is clear.
E18600,4.8,3.3,3.1,3.4,3.7,Salary is decent but bonuses could be better.
E18601,4.5,2.3,4.5,3.0,3.7,Work is okay but growth opportunities are limited.
E18602,4.5,3.2,4.2,3.2,3.8,Compensation is competitive and I feel valued.
E18603,4.6,2.2,3.7,4.5,3.9,Strong leadership and clear direction from management.
E18604,4.9,2.4,3.7,4.8,4.2,Strong leadership and clear direction from management.
E18605,4.3,2.7,3.4,2.5,3.2,Some processes feel outdated but the team is good.
E18606,4.0,3.5,3.8,4.0,3.7,Some processes feel outdated but the team is good.
E18607,3.7,2.3,4.5,2.5,3.3,Workload is sometimes heavy but manageable.
E18608,4.5,2.8,3.2,3.0,3.4,"Job is fine, but looking to grow further."
E18609,3.5,2.8,3.8,3.3,3.5,Workload is sometimes heavy but manageable.
E18610,4.3,2.7,3.0,3.4,3.5,Reasonable work-life balance most of the time.
E18611,2.6,2.8,3.0,3.3,3.2,Salary is decent but bonuses could be better.
E18612,2.8,2.2,3.0,3.1,2.5,No clear career path — very frustrated.
E18613,3.6,3.0,2.3,3.7,3.3,Management communication can improve significantly.
E18614,4.6,2.2,4.0,3.7,3.6,Salary is decent but bonuses could be better.
E18615,3.7,2.8,2.9,3.4,3.2,Work is okay but growth opportunities are limited.
E18616,2.7,2.9,3.2,2.9,3.3,Workload is sometimes heavy but manageable.
E18617,2.6,2.7,3.1,3.5,3.0,Workload is sometimes heavy but manageable.
E18618,4.9,2.3,3.6,3.7,3.7,Could use more clarity on promotion criteria.
E18619,4.3,2.8,4.1,4.0,4.1,Management is supportive and career growth is clear.
E18620,3.9,3.4,3.6,4.3,4.0,Management is supportive and career growth is clear.
E18621,3.7,2.4,3.3,3.0,3.0,Some processes feel outdated but the team is good.
E18622,4.6,2.9,3.7,3.1,3.7,"Job is fine, but looking to grow further."
E18623,3.6,3.0,4.1,3.0,3.6,Could use more clarity on promotion criteria.
E18624,4.6,2.9,3.2,3.1,3.5,Workload is sometimes heavy but manageable.
E18625,4.8,2.2,3.6,3.4,3.3,Management communication can improve significantly.
E18626,4.4,3.5,3.2,4.2,3.8,Great work environment with strong mentorship.
E18627,3.6,2.3,4.0,2.4,3.2,Management communication can improve significantly.
E18628,5.0,2.2,4.4,4.7,4.1,Excellent team culture and flexible hours.
E18629,3.7,3.4,3.8,3.6,3.5,Reasonable work-life balance most of the time.
E18630,5.0,3.3,4.2,3.6,4.4,"Very happy with my role, learning a lot every day."
E18631,4.2,2.8,3.9,3.4,3.8,Strong leadership and clear direction from management.
E18632,3.9,2.6,3.9,3.3,3.9,Strong leadership and clear direction from management.
E18633,4.6,2.7,3.9,3.5,3.8,Work-life balance is great and the team is collaborative.
E18634,4.1,2.8,3.4,3.7,3.4,Salary is decent but bonuses could be better.
E18635,4.3,2.4,3.7,3.5,3.3,Reasonable work-life balance most of the time.
E18636,4.5,2.8,4.3,3.1,3.9,Management is supportive and career growth is clear.
E18637,5.0,2.4,3.9,3.4,3.9,Work-life balance is great and the team is collaborative.
E18638,4.1,2.8,4.2,3.2,3.6,Reasonable work-life balance most of the time.
E18639,4.8,3.2,4.5,3.1,4.2,Great work environment with strong mentorship.
E18640,4.4,3.1,3.7,3.3,3.8,Compensation is competitive and I feel valued.
E18641,4.7,2.8,4.4,4.4,4.2,"Very happy with my role, learning a lot every day."
E18642,3.7,2.7,3.3,2.3,3.1,Management communication can improve significantly.
E18643,3.7,2.1,3.5,2.5,3.2,"Job is fine, but looking to grow further."
E18644,2.5,2.5,2.4,3.2,2.7,Feeling undervalued and underpaid compared to market.
E18645,3.8,4.4,3.0,3.3,3.3,Work is okay but growth opportunities are limited.
E18646,1.9,3.6,3.0,3.5,3.0,Workload is sometimes heavy but manageable.
E18647,3.6,3.2,2.7,3.3,2.9,Reasonable work-life balance most of the time.
E18648,5.0,3.0,3.7,5.0,4.3,Work-life balance is great and the team is collaborative.
E18649,2.6,3.0,3.3,2.7,2.9,Salary is decent but bonuses could be better.
E18650,4.6,2.8,3.4,4.3,3.8,Compensation is competitive and I feel valued.
E18651,5.0,3.1,4.3,5.0,4.5,Work-life balance is great and the team is collaborative.
E18652,3.8,3.0,3.3,3.9,3.5,Reasonable work-life balance most of the time.
E18653,3.8,2.7,3.3,3.5,3.4,Reasonable work-life balance most of the time.
E18654,4.0,2.9,3.2,2.9,3.3,Reasonable work-life balance most of the time.
E18655,4.2,3.4,3.4,4.3,3.9,"Very happy with my role, learning a lot every day."
E18656,4.6,3.4,3.6,4.0,3.9,Excellent team culture and flexible hours.
E18657,4.4,3.3,3.9,3.5,3.9,Compensation is competitive and I feel valued.
E18658,2.6,2.7,3.1,4.7,3.1,Work is okay but growth opportunities are limited.
E18659,5.0,2.6,4.0,3.4,3.7,Management communication can improve significantly.
E18660,4.9,2.7,3.8,3.7,4.0,Excellent team culture and flexible hours.
E18661,4.2,2.8,4.1,2.5,3.3,Work is okay but growth opportunities are limited.
E18662,3.8,3.7,3.3,3.8,3.8,Work-life balance is great and the team is collaborative.
E18663,5.0,3.0,3.9,4.3,4.4,"Very happy with my role, learning a lot every day."
E18664,4.4,2.9,4.4,2.6,3.6,"Job is fine, but looking to grow further."
E18665,3.5,3.4,2.8,3.4,3.3,Workload is sometimes heavy but manageable.
E18666,3.6,2.9,3.8,3.8,3.3,"Job is fine, but looking to grow further."
E18667,4.4,3.3,3.3,4.0,3.8,"Very happy with my role, learning a lot every day."
E18668,4.2,2.5,4.0,3.5,3.8,Management is supportive and career growth is clear.
E18669,3.5,3.0,2.8,3.9,3.3,Management communication can improve significantly.
E18670,4.7,3.1,3.6,4.4,4.0,Excellent team culture and flexible hours.
E18671,3.9,2.5,2.9,3.3,3.1,Work is okay but growth opportunities are limited.
E18672,4.1,3.4,3.2,4.7,3.8,Excellent team culture and flexible hours.
E18673,4.3,3.1,3.3,2.3,3.1,"Job is fine, but looking to grow further."
E18674,5.0,2.8,4.4,3.5,4.3,Great work environment with strong mentorship.
E18675,5.0,3.1,4.0,5.0,4.3,Compensation is competitive and I feel valued.
E18676,3.9,2.1,4.0,2.7,3.4,"Job is fine, but looking to grow further."
E18677,5.0,2.8,3.5,5.0,4.3,Compensation is competitive and I feel valued.
E18678,4.3,3.3,3.6,3.2,3.6,"Job is fine, but looking to grow further."
E18679,3.3,2.3,4.0,2.4,3.0,Work is okay but growth opportunities are limited.
E18680,4.2,3.0,3.3,4.7,3.7,Workload is sometimes heavy but manageable.
E18681,4.9,2.6,4.2,4.4,4.2,Excellent team culture and flexible hours.
E18682,4.0,2.8,3.3,4.2,3.5,Salary is decent but bonuses could be better.
E18683,3.8,2.8,3.4,4.3,3.6,Work is okay but growth opportunities are limited.
E18684,2.8,3.6,2.1,3.6,2.8,Some processes feel outdated but the team is good.
E18685,2.8,3.1,2.5,3.4,3.0,Some processes feel outdated but the team is good.
E18686,4.6,2.7,3.9,4.0,4.0,Strong leadership and clear direction from management.
E18687,4.1,2.4,3.7,3.1,3.6,Salary is decent but bonuses could be better.
E18688,5.0,2.5,3.3,4.0,3.8,"Very happy with my role, learning a lot every day."
E18689,5.0,2.3,3.8,4.4,3.9,Compensation is competitive and I feel valued.
E18690,4.4,3.6,3.0,4.2,4.0,Feel recognised for my contributions regularly.
E18691,3.5,3.0,2.8,3.2,3.0,"Job is fine, but looking to grow further."
E18692,4.2,3.0,3.1,3.8,3.6,Some processes feel outdated but the team is good.
E18693,3.2,2.4,3.2,3.6,3.4,Work is okay but growth opportunities are limited.
E18694,5.0,2.6,4.0,3.2,3.8,Great work environment with strong mentorship.
E18695,4.5,3.3,3.7,2.6,3.6,Some processes feel outdated but the team is good.
E18696,5.0,3.5,4.7,4.4,4.3,Excellent team culture and flexible hours.
E18697,4.3,2.4,2.8,3.1,3.5,"Job is fine, but looking to grow further."
E18698,4.9,3.2,3.9,4.1,4.2,Compensation is competitive and I feel valued.
E18699,3.6,2.2,3.3,2.7,3.1,"Job is fine, but looking to grow further."
E18700,4.5,3.3,4.1,3.8,4.1,Great work environment with strong mentorship.
E18701,4.3,3.0,2.9,3.9,3.4,Salary is decent but bonuses could be better.
E18702,4.0,2.6,3.8,4.3,3.7,Reasonable work-life balance most of the time.
E18703,4.3,2.0,3.8,2.7,3.3,"Job is fine, but looking to grow further."
E18704,4.6,1.9,3.3,3.3,3.4,Workload is sometimes heavy but manageable.
E18705,4.3,1.9,3.7,2.8,3.2,Could use more clarity on promotion criteria.
E18706,4.9,3.8,3.9,4.1,4.3,Excellent team culture and flexible hours.
E18707,3.9,3.0,3.4,3.6,3.6,Some processes feel outdated but the team is good.
E18708,4.3,2.9,4.6,3.0,3.8,"Very happy with my role, learning a lot every day."
